Five-Year Age Groups Code	Race Code	Hispanic Origin Code	State Code	Gender	UCD - ICD-10 113 Cause List	UCD - ICD-10 113 Cause List Code	Deaths	Population
30-34	2106-3	2186-2	40	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	35	89256
30-34	2106-3	2186-2	41	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	22	105427
30-34	2106-3	2186-2	42	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	139	293168
30-34	2106-3	2186-2	45	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	35	95040
30-34	2106-3	2186-2	47	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	64	154739
30-34	2106-3	2186-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	95	396894
30-34	2106-3	2186-2	49	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	17	87934
30-34	2106-3	2186-2	51	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	59	171240
30-34	2106-3	2186-2	53	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	33	170729
30-34	2106-3	2186-2	54	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	34	49318
30-34	2106-3	2186-2	55	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	28	144904
35-39	2054-5	2186-2	1	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	46109
35-39	2054-5	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	18	76702
35-39	2054-5	2186-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	25	111026
35-39	2054-5	2186-2	13	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	22	120947
35-39	2054-5	2186-2	17	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	16	62275
35-39	2054-5	2186-2	22	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	15	51385
35-39	2054-5	2186-2	37	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	17	76026
35-39	2054-5	2186-2	39	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	47560
35-39	2054-5	2186-2	42	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	12	45442
35-39	2054-5	2186-2	45	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	12	44790
35-39	2054-5	2186-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	21	121468
35-39	2106-3	2135-2	4	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	11	66920
35-39	2106-3	2135-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	43	490921
35-39	2106-3	2135-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	19	171994
35-39	2106-3	2135-2	35	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	29763
35-39	2106-3	2135-2	36	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	105631
35-39	2106-3	2135-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	58	360979
35-39	2106-3	2186-2	1	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	48	94657
35-39	2106-3	2186-2	4	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	33	105809
35-39	2106-3	2186-2	5	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	27	64706
35-39	2106-3	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	86	436990
35-39	2106-3	2186-2	8	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	30	122773
35-39	2106-3	2186-2	9	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	23	63893
35-39	2106-3	2186-2	10	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	16260
35-39	2106-3	2186-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	140	279446
35-39	2106-3	2186-2	13	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	70	167159
35-39	2106-3	2186-2	16	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	14	42914
35-39	2106-3	2186-2	17	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	67	242784
35-39	2106-3	2186-2	18	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	49	159417
35-39	2106-3	2186-2	19	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	18	79707
35-39	2106-3	2186-2	20	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	18	66414
35-39	2106-3	2186-2	21	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	72	118383
35-39	2106-3	2186-2	22	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	47	84768
35-39	2106-3	2186-2	23	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	12	34668
35-39	2106-3	2186-2	24	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	15	89124
35-39	2106-3	2186-2	25	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	49	142566
35-39	2106-3	2186-2	26	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	64	211786
35-39	2106-3	2186-2	27	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	25	134980
35-39	2106-3	2186-2	28	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	27	50028
35-39	2106-3	2186-2	29	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	47	145835
35-39	2106-3	2186-2	32	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	23	43879
35-39	2106-3	2186-2	33	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	20	32901
35-39	2106-3	2186-2	34	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	36	136783
35-39	2106-3	2186-2	35	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	12	20734
35-39	2106-3	2186-2	36	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	75	321502
35-39	2106-3	2186-2	37	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	66	192342
35-39	2106-3	2186-2	39	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	150	272989
35-39	2106-3	2186-2	40	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	33	81589
35-39	2106-3	2186-2	41	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	29	100723
35-39	2106-3	2186-2	42	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	109	273814
35-39	2106-3	2186-2	45	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	42	91564
35-39	2106-3	2186-2	47	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	74	150527
35-39	2106-3	2186-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	77	365589
35-39	2106-3	2186-2	49	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	32	86208
35-39	2106-3	2186-2	51	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	39	159276
35-39	2106-3	2186-2	53	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	36	158413
35-39	2106-3	2186-2	54	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	38	51943
35-39	2106-3	2186-2	55	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	33	137503
40-44	A-PI	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	246975
40-44	2054-5	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	20	74362
40-44	2054-5	2186-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	20	108650
40-44	2054-5	2186-2	13	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	25	121556
40-44	2054-5	2186-2	17	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	64278
40-44	2054-5	2186-2	22	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	44854
40-44	2054-5	2186-2	26	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	49970
40-44	2054-5	2186-2	29	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	23704
40-44	2054-5	2186-2	34	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	15	43269
40-44	2054-5	2186-2	36	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	101875
40-44	2054-5	2186-2	37	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	78861
40-44	2054-5	2186-2	39	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	47282
40-44	2054-5	2186-2	42	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	18	44087
40-44	2054-5	2186-2	45	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	43956
40-44	2054-5	2186-2	47	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	38282
40-44	2054-5	2186-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	25	118391
40-44	2106-3	2135-2	4	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	64750
40-44	2106-3	2135-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	43	481849
40-44	2106-3	2135-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	18	176774
40-44	2106-3	2135-2	35	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	12	28320
40-44	2106-3	2135-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	51	350625
40-44	2106-3	2186-2	1	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	52	101892
40-44	2106-3	2186-2	4	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	39	108747
40-44	2106-3	2186-2	5	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	24	67186
40-44	2106-3	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	114	436290
40-44	2106-3	2186-2	8	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	36	119370
40-44	2106-3	2186-2	9	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	21	72309
40-44	2106-3	2186-2	10	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	11	16891
40-44	2106-3	2186-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	139	303979
40-44	2106-3	2186-2	13	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	65	182938
40-44	2106-3	2186-2	16	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	14	40179
40-44	2106-3	2186-2	17	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	51	241207
40-44	2106-3	2186-2	18	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	62	164461
40-44	2106-3	2186-2	19	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	22	76416
40-44	2106-3	2186-2	20	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	22	63180
40-44	2106-3	2186-2	21	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	87	121023
40-44	2106-3	2186-2	22	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	37	83111
40-44	2106-3	2186-2	23	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	38409
40-44	2106-3	2186-2	24	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	19	93629
40-44	2106-3	2186-2	25	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	37	153260
40-44	2106-3	2186-2	26	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	61	221683
40-44	2106-3	2186-2	27	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	36	128944
40-44	2106-3	2186-2	28	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	29	52447
40-44	2106-3	2186-2	29	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	42	144246
40-44	2106-3	2186-2	32	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	25	44566
40-44	2106-3	2186-2	33	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	15	37351
40-44	2106-3	2186-2	34	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	37	151591
40-44	2106-3	2186-2	35	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	20922
40-44	2106-3	2186-2	36	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	56	326137
40-44	2106-3	2186-2	37	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	83	211485
40-44	2106-3	2186-2	39	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	164	284332
40-44	2106-3	2186-2	40	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	38	80604
40-44	2106-3	2186-2	41	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	22	95142
40-44	2106-3	2186-2	42	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	121	291244
40-44	2106-3	2186-2	45	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	36	97890
40-44	2106-3	2186-2	47	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	90	160256
40-44	2106-3	2186-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	102	372326
40-44	2106-3	2186-2	49	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	24	69708
40-44	2106-3	2186-2	51	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	53	165299
40-44	2106-3	2186-2	53	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	41	154126
40-44	2106-3	2186-2	54	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	50	53973
40-44	2106-3	2186-2	55	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	32	136914
45-49	1002-5	2186-2	40	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	10260
45-49	A-PI	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	12	228659
45-49	2054-5	2186-2	1	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	17	42992
45-49	2054-5	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	24	81645
45-49	2054-5	2186-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	18	104850
45-49	2054-5	2186-2	13	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	16	116987
45-49	2054-5	2186-2	17	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	21	63308
45-49	2054-5	2186-2	22	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	11	46849
45-49	2054-5	2186-2	24	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	14	70943
45-49	2054-5	2186-2	26	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	23	48287
45-49	2054-5	2186-2	29	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	11	23229
45-49	2054-5	2186-2	34	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	13	46669
45-49	2054-5	2186-2	36	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	23	111307
45-49	2054-5	2186-2	37	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	15	79208
45-49	2054-5	2186-2	39	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	17	46011
45-49	2054-5	2186-2	42	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	15	46963
45-49	2054-5	2186-2	45	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	11	45521
45-49	2054-5	2186-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	22	112049
45-49	2054-5	2186-2	51	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	12	57420
45-49	2106-3	2135-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	66	439970
45-49	2106-3	2135-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	18	167910
45-49	2106-3	2135-2	35	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	11	27337
45-49	2106-3	2135-2	36	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	16	95147
45-49	2106-3	2135-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	38	304501
45-49	2106-3	2186-2	1	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	60	107101
45-49	2106-3	2186-2	4	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	44	117881
45-49	2106-3	2186-2	5	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	27	68772
45-49	2106-3	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	168	505211
45-49	2106-3	2186-2	8	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	42	124240
45-49	2106-3	2186-2	9	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	33	92440
45-49	2106-3	2186-2	10	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	11	19865
45-49	2106-3	2186-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	165	352526
45-49	2106-3	2186-2	13	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	83	195195
45-49	2106-3	2186-2	16	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	18	40645
45-49	2106-3	2186-2	17	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	81	270525
45-49	2106-3	2186-2	18	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	64	173455
45-49	2106-3	2186-2	19	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	21	82724
45-49	2106-3	2186-2	20	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	27	66811
45-49	2106-3	2186-2	21	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	89	127579
45-49	2106-3	2186-2	22	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	47	89059
45-49	2106-3	2186-2	23	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	20	43944
45-49	2106-3	2186-2	24	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	20	111379
45-49	2106-3	2186-2	25	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	53	183176
45-49	2106-3	2186-2	26	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	103	254090
45-49	2106-3	2186-2	27	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	32	146997
45-49	2106-3	2186-2	28	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	27	54264
45-49	2106-3	2186-2	29	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	53	153998
45-49	2106-3	2186-2	31	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	11	44737
45-49	2106-3	2186-2	32	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	25	48905
45-49	2106-3	2186-2	33	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	12	44669
45-49	2106-3	2186-2	34	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	54	186024
45-49	2106-3	2186-2	35	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	23717
45-49	2106-3	2186-2	36	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	80	379120
45-49	2106-3	2186-2	37	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	89	226179
45-49	2106-3	2186-2	39	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	139	311025
45-49	2106-3	2186-2	40	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	46	82575
45-49	2106-3	2186-2	41	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	25	99448
45-49	2106-3	2186-2	42	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	140	336494
45-49	2106-3	2186-2	44	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	14	28499
45-49	2106-3	2186-2	45	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	46	103962
45-49	2106-3	2186-2	47	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	102	168309
45-49	2106-3	2186-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	152	389469
45-49	2106-3	2186-2	49	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	23	60955
45-49	2106-3	2186-2	51	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	44	182427
45-49	2106-3	2186-2	53	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	51	168202
45-49	2106-3	2186-2	54	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	38	55748
45-49	2106-3	2186-2	55	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	41	158305
50-54	1002-5	2186-2	40	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	11366
50-54	A-PI	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	16	222097
50-54	2054-5	2186-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	49	88891
50-54	2054-5	2186-2	12	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	25	109959
50-54	2054-5	2186-2	13	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	25	118243
50-54	2054-5	2186-2	17	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	21	66647
50-54	2054-5	2186-2	22	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	15	51676
50-54	2054-5	2186-2	24	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	12	74146
50-54	2054-5	2186-2	26	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	28	47837
50-54	2054-5	2186-2	34	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	47842
50-54	2054-5	2186-2	36	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	27	119238
50-54	2054-5	2186-2	37	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	23	81822
50-54	2054-5	2186-2	39	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	17	49981
50-54	2054-5	2186-2	42	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	24	49309
50-54	2054-5	2186-2	45	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	49474
50-54	2054-5	2186-2	47	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	10	39811
50-54	2054-5	2186-2	48	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	38	115213
50-54	2054-5	2186-2	51	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	15	63392
50-54	2106-3	2135-2	4	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	11	49904
50-54	2106-3	2135-2	6	F	"Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	GR113-112	69	386476
